element_type,total_points,gw,prev_total_points,prev_goals_scored,prev_assists,prev_minutes,prev_goals_conceded,prev_creativity,prev_influence,prev_threat,prev_bonus,prev_ict_index,prev_clean_sheets,prev_cards_per_90,prev_points_per_90,prev_season_played,matches,current_total_points,current_goals_scored,current_assists,current_minutes,current_goals_conceded,current_creativity,current_influence,current_threat,current_bonus,current_ict_index,current_clean_sheets,current_cards_per_90,current_points_per_90
2,47,24,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,40,0,0,1886,33,309.5,355.6,15.0,1,68.2,4,0.24,1.91
2,47,25,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,43,0,0,1976,33,313.3,366.4,19.0,1,70.1,5,0.23,1.96
2,47,26,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,45,0,0,2066,34,315.6,382.4,20.0,1,72.0,5,0.22,1.96
2,47,27,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,28,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,29,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,2,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,30,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,31,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,32,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,33,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,34,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,35,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,36,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,37,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,47,38,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,0,2156,36,328.9,393.6,24.0,1,74.9,5,0.21,1.96
2,53,1,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,53,2,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,6,0,1.5,0.2,0.0,0,0.2,0,0.0,0.0
2,53,3,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,2,0,0,26,0,2.3,1.8,0.0,0,0.4,0,0.0,0.0
2,53,4,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,57,1,3.3,1.8,7.0,0,1.1,0,0.0,0.0
2,53,5,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,13,1,0,120,2,25.0,40.8,18.0,3,8.3,0,0.0,0.0
2,53,6,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,18,2,0,178,5,32.3,79.8,42.0,3,15.3,0,0.0,0.0
2,53,9,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,16,2,0,225,5,33.8,80.4,48.0,3,16.1,0,0.0,0.0
2,53,10,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,16,2,0,225,5,33.8,80.4,48.0,3,16.1,0,0.0,0.0
2,53,11,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,18,2,0,313,6,61.1,93.4,101.0,3,25.4,0,0.58,5.18
2,53,12,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,20,2,0,387,8,67.5,97.6,112.0,3,27.6,0,0.47,4.65
2,53,13,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,14,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,15,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,16,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,17,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,18,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,19,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,20,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,22,2,0,450,9,81.4,103.2,116.0,3,30.0,0,0.4,4.4
2,53,21,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,23,2,0,471,9,82.0,105.2,118.0,3,30.5,0,0.38,4.39
2,53,22,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,2,25,2,0,534,10,86.7,111.6,162.0,3,36.0,0,0.34,4.21
2,53,23,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,25,2,0,534,10,86.7,111.6,162.0,3,36.0,0,0.34,4.21
2,53,24,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,25,2,0,534,10,86.7,111.6,162.0,3,36.0,0,0.34,4.21
2,53,25,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,25,2,0,534,10,86.7,111.6,162.0,3,36.0,0,0.34,4.21
2,53,26,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,25,2,0,534,10,86.7,111.6,162.0,3,36.0,0,0.34,4.21
2,53,27,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,26,2,0,535,10,86.7,111.6,162.0,3,36.0,0,0.34,4.37
2,53,28,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,26,2,0,535,10,86.7,111.6,162.0,3,36.0,0,0.34,4.37
2,53,29,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,2,38,3,0,672,14,127.3,167.6,205.0,6,50.0,0,0.27,5.09
2,53,30,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,39,3,0,731,17,139.9,175.6,237.0,6,55.3,0,0.25,4.8
2,53,31,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,46,4,0,807,22,152.0,210.6,260.0,6,62.3,0,0.22,5.13
2,53,32,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,4,0,832,23,156.5,212.6,268.0,6,63.8,0,0.22,5.08
2,53,33,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,53,5,0,863,23,157.7,242.8,305.0,6,70.6,0,0.21,5.53
2,53,34,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,53,5,0,863,23,157.7,242.8,305.0,6,70.6,0,0.21,5.53
2,53,35,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,53,5,0,863,23,157.7,242.8,305.0,6,70.6,0,0.21,5.53
2,53,36,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,53,5,0,863,23,157.7,242.8,305.0,6,70.6,0,0.21,5.53
2,53,37,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,53,5,0,863,23,157.7,242.8,305.0,6,70.6,0,0.21,5.53
2,53,38,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,53,5,0,863,23,157.7,242.8,305.0,6,70.6,0,0.21,5.53
1,1,1,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
1,1,2,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
1,1,3,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
1,1,4,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
1,1,5,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
1,1,6,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,9,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,10,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,11,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,12,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,13,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,14,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,15,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,16,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,17,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,18,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,19,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,20,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,21,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,22,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,2,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,23,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,24,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,25,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,26,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,27,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,28,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,29,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,2,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,30,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,31,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,32,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,33,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,34,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,35,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,36,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,37,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
1,1,38,0.0,0.0,0.0,126.0,6.0,16.5,20.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1,1,0,0,70,3,2.7,12.8,0.0,0,1.6,0,0.0,0.0
2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,2,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,3,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,4,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,5,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,6,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,9,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,10,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,11,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,12,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,13,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,14,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,15,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,16,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
0,7,17,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
