first_name,second_name,element_type,year,total_points,gw,prev_total_points,prev_goals_scored,prev_assists,prev_minutes,prev_goals_conceded,prev_creativity,prev_influence,prev_threat,prev_bonus,prev_ict_index,prev_clean_sheets,prev_cards_per_90,prev_points_per_90,prev_season_played,matches,current_total_points,current_goals_scored,current_assists,current_minutes,current_goals_conceded,current_creativity,current_influence,current_threat,current_bonus,current_ict_index,current_clean_sheets,current_cards_per_90,current_points_per_90
Willian,Borges Da Silva,MID,2021-22,0,26,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,28,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,29,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,30,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,31,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,32,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,33,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,34,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,35,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,36,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,37,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,2021-22,0,38,78.0,1.0,7.0,1398.0,17.0,534.8,256.2,228.0,9.0,102.3,3.0,0.0,5.02,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Pierre-Emerick,Aubameyang,FWD,2021-22,44,1,131.0,10.0,3.0,2330.0,26.0,361.5,493.8,823.0,11.0,167.4,10.0,0.08,5.06,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Pierre-Emerick,Aubameyang,FWD,2021-22,44,2,131.0,10.0,3.0,2330.0,26.0,361.5,493.8,823.0,11.0,167.4,10.0,0.08,5.06,True,1,1,0,0,29,0,1.3,5.0,19.0,0,2.5,0,0.0,0.0
Pierre-Emerick,Aubameyang,FWD,2021-22,44,3,131.0,10.0,3.0,2330.0,26.0,361.5,493.8,823.0,11.0,167.4,10.0,0.08,5.06,True,1,2,0,0,87,4,2.7,5.0,19.0,0,2.6,0,0.0,0.0
Pierre-Emerick,Aubameyang,FWD,2021-22,44,4,131.0,10.0,3.0,2330.0,26.0,361.5,493.8,823.0,11.0,167.4,10.0,0.08,5.06,True,1,11,1,0,177,4,25.2,40.8,122.0,3,18.7,1,0.0,0.0
Pierre-Emerick,Aubameyang,FWD,2021-22,44,5,131.0,10.0,3.0,2330.0,26.0,361.5,493.8,823.0,11.0,167.4,10.0,0.08,5.06,True,1,13,1,0,267,4,62.6,48.0,140.0,3,25.0,2,0.0,0.0
