first_name,second_name,element_type,year,prev_total_points,prev_goals_scored,prev_assists,prev_minutes,prev_goals_conceded,prev_creativity,prev_influence,prev_threat,prev_bonus,prev_ict_index,prev_clean_sheets,prev_cards_per_90,prev_points_per_90,prev_season_played,gw,matches,current_total_points,current_goals_scored,current_assists,current_minutes,current_goals_conceded,current_creativity,current_influence,current_threat,current_bonus,current_ict_index,current_clean_sheets,current_cards_per_90,current_points_per_90,total_points
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,5,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,6,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,7,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,8,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,9,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,10,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
Folarin,Balogun,FWD,2023-24,,,,,,,,,,,,,,False,11,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
