element_type,prev_total_points,prev_goals_scored,prev_assists,prev_minutes,prev_goals_conceded,prev_creativity,prev_influence,prev_threat,prev_bonus,prev_ict_index,prev_clean_sheets,prev_cards_per_90,prev_points_per_90,prev_season_played,gw,matches,current_total_points,current_goals_scored,current_assists,current_minutes,current_goals_conceded,current_creativity,current_influence,current_threat,current_bonus,current_ict_index,current_clean_sheets,current_cards_per_90,current_points_per_90,total_points
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,32,1,41,0,0,1350,28,0.1,347.4,0.0,5,34.7,2,0.0,2.73,42
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,33,1,41,0,0,1350,28,0.1,347.4,0.0,5,34.7,2,0.0,2.73,42
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,34,1,41,0,0,1440,32,0.1,366.2,0.0,5,36.6,2,0.0,2.56,42
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,35,1,41,0,0,1440,32,0.1,366.2,0.0,5,36.6,2,0.0,2.56,42
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,36,1,41,0,0,1440,32,0.1,366.2,0.0,5,36.6,2,0.0,2.56,42
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,37,2,41,0,0,1440,32,0.1,366.2,0.0,5,36.6,2,0.0,2.56,42
0,65.0,0.0,1.0,1350.0,23.0,13.0,347.6,0.0,8.0,36.1,6.0,0.07,4.33,True,38,1,42,0,0,1530,34,0.1,382.2,0.0,5,38.2,2,0.0,2.47,42
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,5,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,6,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,7,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,8,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,9,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,10,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,11,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,12,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,13,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,14,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,15,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,16,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,17,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,18,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,19,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,20,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,21,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,22,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,23,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,24,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,25,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,26,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,27,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,28,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,30,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,31,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,32,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,33,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,34,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,35,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,36,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,37,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
3,52.0,5.0,2.0,614.0,9.0,105.7,157.6,333.0,4.0,59.5,2.0,0.29,7.62,True,38,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,1,1,2,0,0,90,1,0.5,32.2,17.0,0,5.0,0,0.0,0.0,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,2,1,2,0,0,90,1,0.5,32.2,17.0,0,5.0,0,0.0,0.0,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,3,1,2,0,0,90,1,0.5,32.2,17.0,0,5.0,0,0.0,0.0,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,4,1,4,0,0,180,2,1.3,61.8,17.0,0,8.0,0,0.0,0.0,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,5,1,5,0,0,270,3,2.3,93.0,17.0,0,11.2,0,0.33,1.67,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,6,1,5,0,0,270,3,2.3,93.0,17.0,0,11.2,0,0.33,1.67,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,7,1,5,0,0,270,3,2.3,93.0,17.0,0,11.2,0,0.33,1.67,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,8,1,6,0,0,297,3,2.6,100.8,17.0,0,12.0,0,0.3,1.82,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,9,1,7,0,0,298,3,2.6,100.8,17.0,0,12.0,0,0.3,2.11,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,10,1,7,0,0,298,3,2.6,100.8,17.0,0,12.0,0,0.3,2.11,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,11,1,10,0,0,388,4,9.1,133.8,17.0,1,16.0,0,0.23,2.32,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,12,1,12,0,0,478,5,9.6,162.2,24.0,1,19.6,0,0.19,2.26,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,13,1,13,0,0,568,7,10.2,195.2,41.0,1,24.7,0,0.16,2.06,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,14,1,14,0,0,658,10,22.8,219.8,41.0,1,28.4,0,0.14,1.91,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,15,1,15,0,0,748,11,25.6,226.6,62.0,1,31.5,0,0.24,1.8,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,16,1,17,0,0,838,12,45.4,248.0,66.0,1,36.0,0,0.21,1.83,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,17,1,18,0,0,928,14,47.7,278.4,66.0,1,39.3,0,0.19,1.75,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,18,1,20,0,0,1018,15,62.1,310.8,71.0,1,44.5,0,0.18,1.77,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,19,1,21,0,0,1108,17,62.8,319.6,78.0,1,46.2,0,0.16,1.71,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,20,1,29,0,0,1198,17,64.7,344.8,78.0,3,48.9,1,0.15,2.18,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,21,1,35,0,0,1288,17,68.5,370.6,118.0,3,55.9,2,0.14,2.45,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,22,1,35,0,0,1378,21,69.1,394.0,120.0,3,58.5,2,0.13,2.29,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,23,1,37,0,0,1468,22,71.9,413.4,120.0,3,60.7,2,0.12,2.27,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,24,1,38,0,0,1558,24,72.7,440.6,122.0,3,63.7,2,0.12,2.2,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,25,1,44,0,0,1648,24,116.2,477.4,129.0,3,72.4,3,0.11,2.4,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,26,1,45,0,0,1738,25,118.1,497.8,163.0,3,78.0,3,0.16,2.33,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,27,1,46,0,0,1828,28,146.4,525.8,165.0,3,83.8,3,0.15,2.26,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,28,1,52,0,0,1918,28,148.2,534.8,165.0,3,84.9,4,0.14,2.44,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,30,1,52,0,0,2008,30,149.0,560.0,165.0,3,87.5,4,0.18,2.33,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,31,1,58,0,0,2098,30,160.7,575.8,167.0,3,90.5,5,0.17,2.49,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,32,1,59,0,0,2188,33,164.1,597.2,173.0,3,93.6,5,0.16,2.43,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,33,1,61,0,0,2278,34,166.0,608.4,173.0,3,94.9,5,0.16,2.41,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,34,1,61,0,0,2368,38,176.4,631.8,175.0,3,98.5,5,0.15,2.32,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,35,1,61,0,0,2368,38,176.4,631.8,175.0,3,98.5,5,0.15,2.32,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,36,1,61,0,0,2368,38,176.4,631.8,175.0,3,98.5,5,0.15,2.32,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,37,2,61,0,0,2368,38,176.4,631.8,175.0,3,98.5,5,0.15,2.32,61
1,6.0,0.0,0.0,291.0,7.0,5.5,62.8,10.0,0.0,7.9,0.0,0.62,1.86,True,38,1,61,0,0,2368,38,176.4,631.8,175.0,3,98.5,5,0.15,2.32,61
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,1,1,1,0,0,11,1,0.3,0.2,0.0,0,0.1,0,0.0,0.0,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,2,1,2,0,0,44,2,1.0,15.4,0.0,0,1.7,0,0.0,0.0,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,3,1,6,0,1,62,2,12.4,36.0,17.0,0,6.6,0,0.0,0.0,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,4,1,8,0,1,152,3,16.1,39.2,17.0,0,7.3,0,0.0,0.0,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,5,1,10,0,1,242,4,22.0,68.2,17.0,0,10.8,0,0.0,0.0,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,6,1,11,0,1,332,5,25.1,90.0,19.0,0,13.5,0,0.27,2.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,7,1,10,0,1,422,11,37.9,111.4,21.0,0,17.1,0,0.21,2.13,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,8,1,11,0,1,512,13,38.9,115.0,23.0,0,17.8,0,0.18,1.93,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,9,1,12,0,1,557,13,40.7,117.6,23.0,0,18.2,0,0.16,1.94,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,10,1,13,0,1,576,13,41.7,126.2,32.0,0,20.1,0,0.16,2.03,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,11,1,15,0,1,666,14,47.9,137.0,36.0,0,22.2,0,0.14,2.03,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,12,1,16,0,1,685,15,47.9,139.2,36.0,0,22.4,0,0.13,2.1,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,13,1,17,0,1,775,17,50.9,158.2,41.0,0,25.1,0,0.12,1.97,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,14,1,18,0,1,865,20,54.8,172.4,49.0,0,27.7,0,0.1,1.87,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,15,1,19,0,1,882,20,55.0,178.4,49.0,0,28.3,0,0.1,1.94,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,16,1,19,0,1,882,20,55.0,178.4,49.0,0,28.3,0,0.1,1.94,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,17,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,18,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,19,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,20,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,21,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,22,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,23,1,20,0,1,908,20,55.3,180.4,49.0,0,28.5,0,0.1,1.98,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,24,1,21,0,1,915,21,55.3,183.2,49.0,0,28.8,0,0.1,2.07,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,25,1,21,0,1,915,21,55.3,183.2,49.0,0,28.8,0,0.1,2.07,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,26,1,22,0,1,944,22,57.9,193.6,49.0,0,30.1,0,0.1,2.1,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,27,1,23,0,1,1034,25,76.4,213.8,53.0,0,34.4,0,0.09,2.0,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,28,1,28,0,1,1124,25,79.5,218.2,53.0,0,35.2,1,0.16,2.24,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,30,1,29,0,1,1214,27,90.9,238.8,53.0,0,38.4,1,0.15,2.15,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,31,1,35,0,1,1299,27,93.5,252.0,59.0,0,40.6,2,0.14,2.42,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,32,1,35,0,1,1299,27,93.5,252.0,59.0,0,40.6,2,0.14,2.42,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,33,1,36,0,1,1389,28,95.1,261.8,59.0,0,41.7,2,0.19,2.33,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,34,1,35,0,1,1434,31,95.6,263.2,61.0,0,42.1,2,0.25,2.2,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,35,1,36,0,1,1450,32,96.2,276.8,61.0,0,43.5,2,0.25,2.23,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,36,1,42,0,1,1540,32,97.5,283.6,65.0,0,44.7,3,0.23,2.45,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,37,2,49,1,1,1579,32,97.8,320.8,98.0,0,51.8,3,0.23,2.79,49
1,95.0,1.0,1.0,2183.0,29.0,200.8,406.2,162.0,6.0,77.2,10.0,0.25,3.92,True,38,1,49,1,1,1579,32,97.8,320.8,98.0,0,51.8,3,0.23,2.79,49
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,3,1,2,0,0,90,3,0.0,30.0,0.0,0,3.0,0,0.0,0.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,4,1,4,0,0,180,4,0.0,48.2,0.0,0,4.8,0,0.0,0.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,5,1,4,0,0,180,4,0.0,48.2,0.0,0,4.8,0,0.0,0.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,6,1,6,0,0,270,5,0.0,65.8,0.0,0,6.6,0,0.0,2.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,7,1,6,0,0,270,5,0.0,65.8,0.0,0,6.6,0,0.0,2.0,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,8,1,7,0,0,360,7,0.0,90.4,0.0,0,9.1,0,0.0,1.75,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,9,1,7,0,0,360,7,0.0,90.4,0.0,0,9.1,0,0.0,1.75,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,10,1,7,0,0,360,7,0.0,90.4,0.0,0,9.1,0,0.0,1.75,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,11,1,12,0,0,450,8,0.0,121.2,0.0,2,12.2,0,0.0,2.4,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,12,1,12,0,0,450,8,0.0,121.2,0.0,2,12.2,0,0.0,2.4,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,13,1,13,0,0,540,10,0.0,145.4,0.0,2,14.6,0,0.17,2.17,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,14,1,13,0,0,540,10,0.0,145.4,0.0,2,14.6,0,0.17,2.17,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,15,1,13,0,0,540,10,0.0,145.4,0.0,2,14.6,0,0.17,2.17,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,16,1,15,0,0,630,11,0.0,167.2,0.0,2,16.8,0,0.14,2.14,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,17,1,18,0,0,720,13,0.0,217.6,0.0,2,21.8,0,0.12,2.25,68
0,53.17,1.64,1.55,1236.43,18.55,173.72,264.22,175.12,4.22,61.29,4.03,0.11,2.65,False,18,1,20,0,0,810,14,0.0,232.6,0.0,2,23.3,0,0.11,2.22,68
